seed,n,r_param,divergence,q,lam,r_star,r_hat_d,error,covered,ci_length
3,1000,0.1,kl,,1.9952623149688797,0.0030071139335632324,6.259202480316162,6.256195366382599,0,0.5350486926813662
3,1000,0.1,chi2,,1.9952623149688797,0.0030142981559038162,3.9990601539611816,3.996045855805278,0,0.33728403478862
3,1000,0.1,tsallis-5,5,1.9952623149688797,-3.134109647362493e-05,-0.006563639268279076,0.006532298171805451,1,0.032562496049847796
3,1000,0.1,tsallis-10,10,1.9952623149688797,4.025016460218467e-05,-0.001429049763828516,0.0014692999284307007,1,0.027413101036799004
3,1000,0.2,kl,,3.9810717055349727,0.005891925655305386,6.297505855560303,6.291613929904997,0,0.5378411815056908
3,1000,0.2,chi2,,3.9810717055349727,0.005981109570711851,4.575019836425781,4.569038726855069,0,0.3862207056011609
3,1000,0.2,tsallis-5,5,3.9810717055349727,-2.6845812044484774e-06,0.002391491550952196,0.0023941761321566446,1,0.026625669974641934
3,1000,0.2,tsallis-10,10,3.9810717055349727,1.1582198567339219e-05,-0.009580129757523537,0.009591711956090876,1,0.028103350371478646
3,1000,0.30000000000000004,kl,,7.943282347242818,0.011811683885753155,nan,nan,0,nan
3,1000,0.30000000000000004,chi2,,7.943282347242818,0.011642714031040668,5.121129512786865,5.109486798755825,0,0.43391179676218156
3,1000,0.30000000000000004,tsallis-5,5,7.943282347242818,2.0279892851249315e-05,0.002470143139362335,0.002449863246511086,1,0.027010979985900855
3,1000,0.30000000000000004,tsallis-10,10,7.943282347242818,4.054610326420516e-05,-0.0008915815851651132,0.0009321276884293184,1,0.027437810126183404
3,1000,0.4,kl,,15.848931924611136,0.023069215938448906,nan,nan,0,nan
3,1000,0.4,chi2,,15.848931924611136,0.019280968233942986,5.5494208335876465,5.5301398653537035,0,0.4711934238072091
3,1000,0.4,tsallis-5,5,15.848931924611136,-3.36917037202511e-05,0.0031635079067200422,0.0031971996104402933,1,0.03170491931212583
3,1000,0.4,tsallis-10,10,15.848931924611136,6.0318696341710165e-05,-0.01500533614307642,0.01506565483941813,1,0.031942971756302625
3,1000,0.5,kl,,31.622776601683793,0.042022090405225754,nan,nan,0,nan
3,1000,0.5,chi2,,31.622776601683793,0.027546655386686325,5.885941505432129,5.858394850045443,0,0.5006287751252403
3,1000,0.5,tsallis-5,5,31.622776601683793,-1.8385149815003388e-05,0.0030785396229475737,0.003096924772762577,1,0.040780174306077915
3,1000,0.5,tsallis-10,10,31.622776601683793,4.615527723217383e-05,-0.008020338602364063,0.008066493879596237,1,0.04027644298450049
3,1000,0.6,kl,,63.095734448019314,0.05579774081707001,nan,nan,0,nan
3,1000,0.6,chi2,,63.095734448019314,0.03601905331015587,6.219338893890381,6.183319840580225,0,0.5317693343578387
3,1000,0.6,tsallis-5,5,63.095734448019314,-2.93135908577824e-05,-0.007842867635190487,0.007813554044332705,1,0.06470820140771953
3,1000,0.6,tsallis-10,10,63.095734448019314,-2.0441611923160963e-05,0.008269606158137321,0.008290047770060482,1,0.06226057251154483
3,1000,0.7000000000000001,kl,,125.89254117941678,0.06293098628520966,nan,nan,0,nan
3,1000,0.7000000000000001,chi2,,125.89254117941678,0.044655364006757736,6.324450492858887,6.279795128852129,0,0.5395557975360705
3,1000,0.7000000000000001,tsallis-5,5,125.89254117941678,-3.397062755539082e-05,0.0027218167670071125,0.0027557873945625033,1,0.11819690459953777
3,1000,0.7000000000000001,tsallis-10,10,125.89254117941678,1.57981207848934e-06,-0.007573685143142939,0.007575264955221428,1,0.1170370219923185
3,1000,0.8,kl,,251.1886431509581,nan,nan,nan,0,nan
3,1000,0.8,chi2,,251.1886431509581,0.05035887286067009,6.3879594802856445,6.337600607424974,0,0.5443560906634396
3,1000,0.8,tsallis-5,5,251.1886431509581,6.180046329973266e-05,-0.038655225187540054,0.03871702565083979,1,0.2428306453488864
3,1000,0.8,tsallis-10,10,251.1886431509581,7.783859473420307e-05,-0.058490145951509476,0.05856798454624368,1,0.2267279948667809
3,1000,0.9,kl,,501.18723362727235,nan,nan,nan,0,nan
3,1000,0.9,chi2,,501.18723362727235,0.05604516342282295,6.399040222167969,6.342995058745146,0,0.5447039049048159
3,1000,0.9,tsallis-5,5,501.18723362727235,2.1708925487473607e-05,0.12822848558425903,0.12820677665877156,1,0.450661859460356
3,1000,0.9,tsallis-10,10,501.18723362727235,2.6562236598692834e-05,-0.20402072370052338,0.20404728593712207,1,0.48529531830801714
3,1000,1.0,kl,,1000.0,nan,nan,nan,0,nan
3,1000,1.0,chi2,,1000.0,0.06150208041071892,6.354171276092529,6.29266919568181,0,0.5394137300400886
3,1000,1.0,tsallis-5,5,1000.0,2.425062302791048e-05,0.028563829138875008,0.028539578515847097,1,1.0296906536370523
3,1000,1.0,tsallis-10,10,1000.0,-6.966195087443339e-06,-0.3005561828613281,0.3005492166662407,1,0.9231411164729104
