seed,n,r_param,divergence,q,lam,r_star,r_hat_d,error,covered,ci_length
7,1000,0.1,kl,,1.9952623149688797,0.0030798346269875765,6.055417060852051,6.052337226225063,0,0.533437976003925
7,1000,0.1,chi2,,1.9952623149688797,0.0030587695073336363,3.8975119590759277,3.894453189568594,0,0.33705180862591144
7,1000,0.1,tsallis-5,5,1.9952623149688797,-3.1424064218299463e-05,0.0030180939938873053,0.0030495180581056047,1,0.026398789144783472
7,1000,0.1,tsallis-10,10,1.9952623149688797,-5.6777796999085695e-05,0.0021886774338781834,0.002245455230877269,1,0.027079616299531702
7,1000,0.2,kl,,3.9810717055349727,0.005958875175565481,6.185057163238525,6.17909828806296,0,0.540943429625664
7,1000,0.2,chi2,,3.9810717055349727,0.0059248777106404305,4.434270858764648,4.428345981054008,0,0.38370181233105066
7,1000,0.2,tsallis-5,5,3.9810717055349727,2.8936117814737372e-05,-0.006271651014685631,0.006300587132500368,1,0.0261385267397179
7,1000,0.2,tsallis-10,10,3.9810717055349727,9.072900866158307e-06,-0.0003846182953566313,0.0003936911962227896,1,0.02619766962838664
7,1000,0.30000000000000004,kl,,7.943282347242818,0.011834991164505482,nan,nan,0,nan
7,1000,0.30000000000000004,chi2,,7.943282347242818,0.011523721739649773,4.981921195983887,4.970397474244237,0,0.4322095024381148
7,1000,0.30000000000000004,tsallis-5,5,7.943282347242818,-4.851654375670478e-05,-0.012372275814414024,0.01232375927065732,1,0.02741092921277932
7,1000,0.30000000000000004,tsallis-10,10,7.943282347242818,-4.562546018860303e-05,-0.003457216313108802,0.003411590852920199,1,0.027147450717474146
7,1000,0.4,kl,,15.848931924611136,0.023926345631480217,nan,nan,0,nan
7,1000,0.4,chi2,,15.848931924611136,0.019182009622454643,5.398711204528809,5.379529194906354,0,0.47025105712382426
7,1000,0.4,tsallis-5,5,15.848931924611136,2.78258667094633e-05,0.023346707224845886,0.023318881358136423,0,0.03017991256452197
7,1000,0.4,tsallis-10,10,15.848931924611136,-4.726017141365446e-05,-0.0011711884289979935,0.001123928257584339,1,0.03586118019297459
7,1000,0.5,kl,,31.622776601683793,0.04095188528299332,nan,nan,0,nan
7,1000,0.5,chi2,,31.622776601683793,0.027921883389353752,5.756354808807373,5.728432925418019,0,0.5021104816460303
7,1000,0.5,tsallis-5,5,31.622776601683793,-5.504380169440992e-06,-0.00719666201621294,0.007191157636043499,1,0.04073314473613953
7,1000,0.5,tsallis-10,10,31.622776601683793,-7.874648872530088e-06,0.01164829358458519,0.01165616823345772,1,0.04971646314405183
7,1000,0.6,kl,,63.095734448019314,0.05596594884991646,nan,nan,0,nan
7,1000,0.6,chi2,,63.095734448019314,0.03595094010233879,5.974105358123779,5.9381544180214405,0,0.5220129282318695
7,1000,0.6,tsallis-5,5,63.095734448019314,-4.182237262284616e-06,-0.02472599595785141,0.024721813720589125,1,0.06861112151593306
7,1000,0.6,tsallis-10,10,63.095734448019314,1.2074516234861221e-05,-0.0007846024236641824,0.0007966769398990436,1,0.06848206281333674
7,1000,0.7000000000000001,kl,,125.89254117941678,0.06360633671283722,nan,nan,0,nan
7,1000,0.7000000000000001,chi2,,125.89254117941678,0.044040799140930176,6.147493839263916,6.103453040122986,0,0.5366601456132628
7,1000,0.7000000000000001,tsallis-5,5,125.89254117941678,1.7474498235969804e-05,-0.02972983755171299,0.02974731204994896,1,0.12839862383107964
7,1000,0.7000000000000001,tsallis-10,10,125.89254117941678,-3.194949385942891e-05,0.020115148276090622,0.02014709776995005,1,0.11935111739678726
7,1000,0.8,kl,,251.1886431509581,nan,nan,nan,0,nan
7,1000,0.8,chi2,,251.1886431509581,0.05064380541443825,6.217549800872803,6.1669059954583645,0,0.5424171884249503
7,1000,0.8,tsallis-5,5,251.1886431509581,-4.149517280893633e-06,-0.07309644669294357,0.07309229717566268,1,0.23337753633531738
7,1000,0.8,tsallis-10,10,251.1886431509581,6.082671825424768e-05,-0.09593617916107178,0.09599700587932603,1,0.25263729717028877
7,1000,0.9,kl,,501.18723362727235,nan,nan,nan,0,nan
7,1000,0.9,chi2,,501.18723362727235,0.05591275542974472,6.215503215789795,6.15959046036005,0,0.5420826135039578
7,1000,0.9,tsallis-5,5,501.18723362727235,-3.457813727436587e-05,0.04860744625329971,0.04864202439057408,1,0.4328536114626963
7,1000,0.9,tsallis-10,10,501.18723362727235,3.0723909731023014e-05,-0.08950572460889816,0.08953644851862919,1,0.5689362414420195
7,1000,1.0,kl,,1000.0,nan,nan,nan,0,nan
7,1000,1.0,chi2,,1000.0,0.061751291155815125,6.251153469085693,6.189402177929878,0,0.5458319919423323
7,1000,1.0,tsallis-5,5,1000.0,-5.02201437484473e-05,0.2509942650794983,0.25104448522324674,1,1.025361405417012
7,1000,1.0,tsallis-10,10,1000.0,-4.225159500492737e-05,-0.2364737093448639,0.23643145774985896,1,0.9422089647611973
