seed,n,r_param,divergence,q,lam,r_star,r_hat_d,error,covered,ci_length
6,2000,0.1,kl,,2.138469199982376,0.003246335545554757,8.150259971618652,8.147013636073098,0,0.47832416513480086
6,2000,0.1,chi2,,2.138469199982376,0.0033255049493163824,5.510687351226807,5.50736184627749,0,0.3193217452455976
6,2000,0.1,tsallis-5,5,2.138469199982376,3.604582525440492e-05,0.0045398445799946785,0.004503798754740274,1,0.030924124559841545
6,2000,0.1,tsallis-10,10,2.138469199982376,4.9508147640153766e-05,0.00904714036732912,0.008997632219688967,1,0.03951987804182632
6,2000,0.2,kl,,4.573050519273264,0.0068264007568359375,8.2479829788208,8.241156578063965,0,0.48082606283120083
6,2000,0.2,chi2,,4.573050519273264,0.006945053115487099,6.2912211418151855,6.2842760886996984,0,0.364467798028249
6,2000,0.2,tsallis-5,5,4.573050519273264,-1.1969384104304481e-05,-0.0010639529209583998,0.0010519835368540953,1,0.027922022272115442
6,2000,0.2,tsallis-10,10,4.573050519273264,3.8531379686901346e-05,-0.0003540654433891177,0.00039259682307601906,1,0.026997284792874138
6,2000,0.30000000000000004,kl,,9.779327685429289,0.014233286492526531,nan,nan,0,nan
6,2000,0.30000000000000004,chi2,,9.779327685429289,0.013462136499583721,6.934769630432129,6.921307493932545,0,0.4025049077273828
6,2000,0.30000000000000004,tsallis-5,5,9.779327685429289,5.667941513820551e-05,0.024964964017271996,0.02490828460213379,0,0.030693751506382042
6,2000,0.30000000000000004,tsallis-10,10,9.779327685429289,-2.3787002646713518e-05,0.008559126406908035,0.008582913409554749,1,0.030009070772716227
6,2000,0.4,kl,,20.91279105182547,0.03003821335732937,nan,nan,0,nan
6,2000,0.4,chi2,,20.91279105182547,0.023307207971811295,7.548689842224121,7.52538263425231,0,0.44295684146801506
6,2000,0.4,tsallis-5,5,20.91279105182547,5.069613325758837e-05,0.005935605615377426,0.005884909482119838,1,0.03860584022399604
6,2000,0.4,tsallis-10,10,20.91279105182547,-6.108342495281249e-05,-0.002452765591442585,0.0023916821664897725,1,0.03413725069179173
6,2000,0.5,kl,,44.721359549995796,0.05004509910941124,nan,nan,0,nan
6,2000,0.5,chi2,,44.721359549995796,0.03180806338787079,7.92254638671875,7.890738323330879,0,0.46570039824472226
6,2000,0.5,tsallis-5,5,44.721359549995796,9.77798663370777e-06,0.031417060643434525,0.03140728265680082,1,0.06335691801413108
6,2000,0.5,tsallis-10,10,44.721359549995796,-3.493625627015717e-05,0.016913220286369324,0.01694815654263948,1,0.06546457523700826
6,2000,0.6,kl,,95.63524997900369,0.06252831220626831,nan,nan,0,nan
6,2000,0.6,chi2,,95.63524997900369,0.04104091227054596,8.185441970825195,8.14440105855465,0,0.4795160015025791
6,2000,0.6,tsallis-5,5,95.63524997900369,-6.371799827320501e-05,0.0628451332449913,0.06290885124326451,0,0.11256860548678038
6,2000,0.6,tsallis-10,10,95.63524997900369,7.596104842377827e-05,0.062420956790447235,0.06234499574202346,0,0.11065297372185981
6,2000,0.7000000000000001,kl,,204.51303651271468,0.06582990288734436,nan,nan,0,nan
6,2000,0.7000000000000001,chi2,,204.51303651271468,0.04954827204346657,8.258965492248535,8.209417220205069,0,0.485535115115533
6,2000,0.7000000000000001,tsallis-5,5,204.51303651271468,-4.3077343434561044e-05,0.07115087658166885,0.07119395392510341,1,0.24448437271883686
6,2000,0.7000000000000001,tsallis-10,10,204.51303651271468,-7.119188376236707e-05,0.10473498702049255,0.10480617890425492,1,0.21056464893017857
6,2000,0.8,kl,,437.3448295773114,nan,nan,nan,0,nan
6,2000,0.8,chi2,,437.3448295773114,0.055423662066459656,8.302854537963867,8.247430875897408,0,0.4979723233050528
6,2000,0.8,tsallis-5,5,437.3448295773114,-9.538657650409732e-06,0.2666299045085907,0.2666394431662411,0,0.5093288591185041
6,2000,0.8,tsallis-10,10,437.3448295773114,1.6941081412369385e-05,0.26507487893104553,0.26505793784963316,0,0.48266928901662515
6,2000,0.9,kl,,935.2484478226215,nan,nan,nan,0,nan
6,2000,0.9,chi2,,935.2484478226215,0.06079095974564552,8.314775466918945,8.2539845071733,0,0.4875261247319394
6,2000,0.9,tsallis-5,5,935.2484478226215,9.707027493277565e-05,-0.02366016060113907,0.023757230876071844,1,1.084567847405131
6,2000,0.9,tsallis-10,10,935.2484478226215,-3.609743362176232e-05,0.6616119742393494,0.6616480716729711,0,1.2001831613146074
6,2000,1.0,kl,,2000.0,nan,nan,nan,0,nan
6,2000,1.0,chi2,,2000.0,0.06597259640693665,8.289457321166992,8.223484724760056,0,0.4866525493514682
6,2000,1.0,tsallis-5,5,2000.0,-3.518927042023279e-05,1.3552809953689575,1.3553161846393778,0,2.368620733280235
6,2000,1.0,tsallis-10,10,2000.0,7.35514477128163e-05,1.2907716035842896,1.2906980521365767,0,2.2434941515865656
