seed,n,r_star,r_hat_d,error,covered,ci_length
1,5000,0.0001113165999413468,0.036892201751470566,0.03678088515152922,0,0.05078000597785112
2,5000,3.3308933780062944e-05,-0.08407380431890488,0.08410711325268494,0,0.05113984758484902
4,5000,0.00011328162509016693,0.8483698964118958,0.8482566147868056,0,0.058391114182070325
8,5000,5.380409493227489e-05,-0.6147788166999817,0.614832620794914,0,0.0544762649291235
7,5000,5.57158600713592e-05,0.38520023226737976,0.3851445164073084,0,0.05189905906956227
9,5000,-5.4689578973921016e-05,-0.6593051552772522,0.6592504656982783,0,0.054232416731754274
6,5000,9.002487786347046e-05,0.01814735122025013,0.01805732634238666,1,0.04858552545373068
10,5000,-2.27114069275558e-05,-0.44836679100990295,0.4483440796029754,0,0.04978665315950359
3,5000,-9.79628021013923e-06,0.26943838596343994,0.2694481822436501,0,0.04839023132341455
